"office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7697,"OSCEOLA",12097,"OSCEOLA",12097,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",23995,"PALM BEACH",12099,"PALM BEACH",12099,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9752,"PASCO",12101,"PASCO",12101,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",27972,"PINELLAS",12103,"PINELLAS",12103,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10084,"POLK",12105,"POLK",12105,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",868,"PUTNAM",12107,"PUTNAM",12107,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2173,"SANTA ROSA",12113,"SANTA ROSA",12113,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9548,"SARASOTA",12115,"SARASOTA",12115,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",13166,"SEMINOLE",12117,"SEMINOLE",12117,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5240,"ST. JOHNS",12109,"ST. JOHNS",12109,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5092,"ST. LUCIE",12111,"ST. LUCIE",12111,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1231,"SUMTER",12119,"SUMTER",12119,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",382,"SUWANNEE",12121,"SUWANNEE",12121,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",197,"TAYLOR",12123,"TAYLOR",12123,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",120,"UNION",12125,"UNION",12125,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9815,"VOLUSIA",12127,"VOLUSIA",12127,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",549,"WAKULLA",12129,"WAKULLA",12129,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",652,"WALTON",12131,"WALTON",12131,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",188,"WASHINGTON",12133,"WASHINGTON",12133,"Bernie  Sanders","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",12,"ALACHUA",12001,"ALACHUA",12001,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"BAKER",12003,"BAKER",12003,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"BAY",12005,"BAY",12005,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"BRADFORD",12007,"BRADFORD",12007,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",23,"BREVARD",12009,"BREVARD",12009,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",37,"BROWARD",12011,"BROWARD",12011,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"CALHOUN",12013,"CALHOUN",12013,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"CHARLOTTE",12015,"CHARLOTTE",12015,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"CITRUS",12017,"CITRUS",12017,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"CLAY",12019,"CLAY",12019,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"COLLIER",12021,"COLLIER",12021,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"COLUMBIA",12023,"COLUMBIA",12023,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"DESOTO",12027,"DESOTO",12027,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"DIXIE",12029,"DIXIE",12029,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",28,"DUVAL",12031,"DUVAL",12031,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",8,"ESCAMBIA",12033,"ESCAMBIA",12033,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"FLAGLER",12035,"FLAGLER",12035,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"FRANKLIN",12037,"FRANKLIN",12037,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"GADSDEN",12039,"GADSDEN",12039,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"GILCHRIST",12041,"GILCHRIST",12041,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"GLADES",12043,"GLADES",12043,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"GULF",12045,"GULF",12045,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"HAMILTON",12047,"HAMILTON",12047,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HARDEE",12049,"HARDEE",12049,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HENDRY",12051,"HENDRY",12051,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",14,"HERNANDO",12053,"HERNANDO",12053,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"HIGHLANDS",12055,"HIGHLANDS",12055,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",49,"HILLSBOROUGH",12057,"HILLSBOROUGH",12057,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HOLMES",12059,"HOLMES",12059,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"INDIAN RIVER",12061,"INDIAN RIVER",12061,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",12,"JACKSON",12063,"JACKSON",12063,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"JEFFERSON",12065,"JEFFERSON",12065,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"LAFAYETTE",12067,"LAFAYETTE",12067,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"LAKE",12069,"LAKE",12069,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",16,"LEE",12071,"LEE",12071,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"LEON",12073,"LEON",12073,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"LEVY",12075,"LEVY",12075,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"LIBERTY",12077,"LIBERTY",12077,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"MADISON",12079,"MADISON",12079,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",14,"MANATEE",12081,"MANATEE",12081,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",13,"MARION",12083,"MARION",12083,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"MARTIN",12085,"MARTIN",12085,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",38,"MIAMI-DADE",12086,"MIAMI-DADE",12086,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6,"MONROE",12087,"MONROE",12087,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6,"NASSAU",12089,"NASSAU",12089,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"OKALOOSA",12091,"OKALOOSA",12091,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"OKEECHOBEE",12093,"OKEECHOBEE",12093,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",24,"ORANGE",12095,"ORANGE",12095,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",19,"OSCEOLA",12097,"OSCEOLA",12097,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",34,"PALM BEACH",12099,"PALM BEACH",12099,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",21,"PASCO",12101,"PASCO",12101,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",49,"PINELLAS",12103,"PINELLAS",12103,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",27,"POLK",12105,"POLK",12105,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"PUTNAM",12107,"PUTNAM",12107,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"SANTA ROSA",12113,"SANTA ROSA",12113,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"SARASOTA",12115,"SARASOTA",12115,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",12,"SEMINOLE",12117,"SEMINOLE",12117,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6,"ST. JOHNS",12109,"ST. JOHNS",12109,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"ST. LUCIE",12111,"ST. LUCIE",12111,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"SUMTER",12119,"SUMTER",12119,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"SUWANNEE",12121,"SUWANNEE",12121,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"TAYLOR",12123,"TAYLOR",12123,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"UNION",12125,"UNION",12125,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",34,"VOLUSIA",12127,"VOLUSIA",12127,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"WAKULLA",12129,"WAKULLA",12129,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"WALTON",12131,"WALTON",12131,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"WASHINGTON",12133,"WASHINGTON",12133,"Joe  Sestak","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",74,"ALACHUA",12001,"ALACHUA",12001,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"BAKER",12003,"BAKER",12003,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",22,"BAY",12005,"BAY",12005,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"BRADFORD",12007,"BRADFORD",12007,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",82,"BREVARD",12009,"BREVARD",12009,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",147,"BROWARD",12011,"BROWARD",12011,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",16,"CALHOUN",12013,"CALHOUN",12013,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",40,"CHARLOTTE",12015,"CHARLOTTE",12015,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",41,"CITRUS",12017,"CITRUS",12017,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",16,"CLAY",12019,"CLAY",12019,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",25,"COLLIER",12021,"COLLIER",12021,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",22,"COLUMBIA",12023,"COLUMBIA",12023,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"DESOTO",12027,"DESOTO",12027,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"DIXIE",12029,"DIXIE",12029,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",97,"DUVAL",12031,"DUVAL",12031,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",85,"ESCAMBIA",12033,"ESCAMBIA",12033,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"FLAGLER",12035,"FLAGLER",12035,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6,"FRANKLIN",12037,"FRANKLIN",12037,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"GADSDEN",12039,"GADSDEN",12039,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"GILCHRIST",12041,"GILCHRIST",12041,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"GLADES",12043,"GLADES",12043,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"GULF",12045,"GULF",12045,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"HAMILTON",12047,"HAMILTON",12047,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",0,"HARDEE",12049,"HARDEE",12049,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"HENDRY",12051,"HENDRY",12051,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",47,"HERNANDO",12053,"HERNANDO",12053,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",19,"HIGHLANDS",12055,"HIGHLANDS",12055,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",203,"HILLSBOROUGH",12057,"HILLSBOROUGH",12057,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"HOLMES",12059,"HOLMES",12059,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",16,"INDIAN RIVER",12061,"INDIAN RIVER",12061,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",28,"JACKSON",12063,"JACKSON",12063,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",8,"JEFFERSON",12065,"JEFFERSON",12065,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"LAFAYETTE",12067,"LAFAYETTE",12067,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",26,"LAKE",12069,"LAKE",12069,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",90,"LEE",12071,"LEE",12071,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",52,"LEON",12073,"LEON",12073,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",20,"LEVY",12075,"LEVY",12075,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6,"LIBERTY",12077,"LIBERTY",12077,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"MADISON",12079,"MADISON",12079,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",58,"MANATEE",12081,"MANATEE",12081,"Tom  Steyer","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
